# ERROR ANALYSIS
# Metric                  LLM Beam Search       RNN Baseline   Difference
# ----------------------------------------------------------------------
# Substitutions                       657                542         +115
# Insertions                           18                 31          -13
# Deletions                            26                 21           +5
# ----------------------------------------------------------------------
# Total Errors                        701                594         +107
# Hits (Correct)                     8762               8882         -120
# ----------------------------------------------------------------------
# WER                              7.42%             6.29%       +1.13%
#
# WER ON WORSE TRIALS ONLY (154 trials):
# LLM WER                         26.23%
# Baseline WER                     7.16%
#
# WER ON RANDOM SUBSET OF 50 WORSE TRIALS (seed=42):
# LLM WER                         23.14%
# Baseline WER                     5.05%
#
# RANDOM 50 SUBSET INDICES (50 trials):
53 155 157 164 165 172 176 180 203 219 301 372 381 393 411 430 440 446 494 508 519 528 538 542 586 587 590 591 593 599 695 708 711 763 942 974 993 1038 1110 1111 1191 1224 1251 1312 1320 1334 1335 1377 1401 1404
#
# WER ON RANDOM SUBSET OF 25 WORSE TRIALS (seed=42):
# LLM WER                         20.77%
# Baseline WER                     3.83%
#
# RANDOM 25 SUBSET INDICES (25 trials):
53 157 164 165 372 381 393 430 446 494 542 586 587 590 593 599 708 711 1110 1111 1191 1312 1335 1377 1404
#
# WER ON RANDOM SUBSET OF 10 WORSE TRIALS (seed=42):
# LLM WER                         18.42%
# Baseline WER                     2.63%
#
# RANDOM 10 SUBSET INDICES (10 trials):
157 372 393 430 446 590 599 708 1335 1401
#
# WORSE TRIAL INDICES (154 trials):
16 53 106 118 127 155 157 164 165 168 172 176 180 203 213 219 252 267 286 301 316 343 372 381 387 390 393 411 430 431 432 435 436 440 441 446 467 473 489 493 494 502 506 508 519 528 530 534 538 540 542 543 576 581 582 586 587 590 591 593 595 596 599 607 618 628 687 693 695 699 708 711 718 731 736 739 740 763 819 826 850 856 868 873 891 906 936 942 955 956 957 962 970 974 990 991 992 993 999 1002 1005 1006 1012 1038 1045 1074 1105 1110 1111 1112 1143 1149 1154 1173 1191 1213 1215 1220 1223 1224 1239 1248 1251 1252 1255 1261 1263 1270 1274 1312 1315 1316 1320 1323 1324 1329 1332 1333 1334 1335 1346 1349 1353 1365 1377 1380 1384 1386 1391 1394 1397 1401 1404 1423
#
id,llm_wer,baseline_wer,category,ground_truth,llm_prediction,baseline_prediction
1038,0.86,0.57,WORSE,occasionally the conversation turns into an argument,Usually the devastation takes into a in automate.,occasionally the conversation takes to a an element
1040,0.1,0.1,SAME,a guy that i know just got a job there,A guy that I know just got a tie there.,a guy that i know just got a time there
1045,0.29,0.0,WORSE,she'll be two years old in july,She'll be two years old and alive.,she'll be two years old in july
1074,0.25,0.0,WORSE,it's really hard to,It's really how to.,it's really hard to
1091,0.0,0.2,BETTER,vegetables grow in the fields,Vegetables grow in the fields.,vegetables grow in the fence
1105,0.4,0.0,WORSE,it's up by green bay,It's Up by Rude Boy!,it's up by green bay
1110,0.2,0.0,WORSE,get arrested or what not,get elected or what not.,get arrested or what not
1111,0.14,0.0,WORSE,that decision is expected early next week,That decision is imparted early next week.,that decision is expected early next week
1112,0.2,0.1,WORSE,my brother is five years younger than my sister is,My pretty is five ways younger than my sister is.,my printer is five years younger than my sister is
1115,0.1,0.1,SAME,he scored better than we did on the final exam,He scored better than we did on the final itself.,he scored better than we did on the final set
1122,0.5,0.67,BETTER,i was accused of selling drugs,I was abound of silly dogs.,i was a kind of silly dogs
1127,0.75,0.75,SAME,the door bell rang,The store will re?,the store will work
1128,0.0,0.11,BETTER,i try not to use insecticides on my lawn,I try not to use insecticides on my lawn.,i try not to use insecticide on my lawn
1131,0.08,0.08,SAME,after graduation the students will go on to a variety of colleges,After Decimation the students will go on to a variety of colleges.,after consummation the students will go on to a variety of colleges
1139,0.6,0.6,SAME,i love eating pecan pie,I love any performed by.,i love ending performed by
1143,0.17,0.0,WORSE,give a voice to the voiceless,Give a Voice to the Restless.,give a voice to the voiceless
1145,0.0,0.25,BETTER,i absolutely loved it,I absolutely loved it.,i absolutely love it
1146,0.29,0.43,BETTER,either way they always spell it wrong,Either way they always made it work.,other way they always did it were
1148,0.14,0.14,SAME,i think that's a really interesting question,I think that's a really interesting creation.,i think that's a really interesting reason
1149,0.2,0.1,WORSE,i think nursing homes can be good for some people,I think decent homes could be good for some people.,i think dyson homes can be good for some people
1154,0.12,0.0,WORSE,they fell out because of his drug addiction,They fell out because of his drug addition.,they fell out because of his drug addiction
1173,0.12,0.0,WORSE,i really don't have any problem with it,I really don't have any problems with it.,i really don't have any problem with it
1191,0.09,0.0,WORSE,so imagine all of his lines being spoken in that voice,So begin all of his lines being spoken in that voice.,so imagine all of his lines being spoken in that voice
1213,0.25,0.0,WORSE,my husband travels frequently,My accent travels frequently.,my husband travels frequently
1215,0.18,0.09,WORSE,the girls at school are all wearing clothes from the sixties,The girls at school are all really clones from the sixties.,the girls at school are all really clothes from the sixties
1220,0.17,0.0,WORSE,i had found an entry point,I had found and entry point.,i had found an entry point
1223,0.2,0.0,WORSE,business as usual for traders,Basis as usual for traders.,business as usual for traders
1224,0.17,0.0,WORSE,they gave us a special deal,They gave us a fiscal deal.,they gave us a special deal
1227,0.0,0.11,BETTER,he kept his tone light and casual but firm,He kept his tone light and casual but firm.,he kept his tone light and casual but from
1239,0.11,0.0,WORSE,it's real easy to swing in there for breakfast,It's very easy to swing in there for breakfast.,it's real easy to swing in there for breakfast
1246,0.4,0.6,BETTER,satan rejoiced with his birth,Sentence regards with his birth.,set a record with his birth
1248,0.14,0.0,WORSE,no i didn't go to the store,So I didn't go to the store.,no i didn't go to the store
1250,0.11,0.11,SAME,take a stash of books or small quiet toys,Take a stacks of books or small quiet toys.,take a stack of books or small quiet toys
1251,0.11,0.0,WORSE,i would reconsider where i was buying it from,I would intercity where I was buying it from.,i would reconsider where i was buying it from
1252,0.12,0.0,WORSE,it was written at a third grade level,It was written at a third word level.,it was written at a third grade level
1253,0.12,0.12,SAME,they're doing a lot of good research here,They're doing a lot of good concerns here.,they're doing a lot of good reasons here
1255,0.2,0.0,WORSE,do you like to travel,Do you like to drivel?,do you like to travel
1256,0.33,0.33,SAME,the state and the city are contradicting each other,The state and the city are concentrating its terror.,the state and the city are confronting it today
1257,0.5,0.5,SAME,how did researchers reach this conclusion,I did prisoners write this conclusion.,did prisoners write this conclusion
1258,0.0,0.17,BETTER,you don't need a personal one,You don't need a personal one.,you don't need a person one
1259,0.11,0.22,BETTER,the measure passed the house by a landslide vote,The measure passed the House by a London vote.,the measure passed the house by a london move
1261,0.11,0.0,WORSE,why is this such an unusual thing to do,Why is this such an occasional thing to do?,why is this such an unusual thing to do
1262,0.2,0.6,BETTER,between the rows and all,between the rows at all.,repeat the phrase at all
1263,0.4,0.3,WORSE,we have a dog too so that adds to it,We have a dog to so not have to in.,we have a dog too so not as to in
1264,0.33,0.33,SAME,take a seat on the bench,to a seat on the match.,to a seat on the much
1265,0.43,0.43,SAME,my husband is real into sports too,My husband is really into points to.,my husband is really into voice to
1266,0.0,0.29,BETTER,i don't know if it's that serious,I don't know if it's that serious.,i don't know if in that area
1267,0.14,0.29,BETTER,i'm going to visit florida and louisiana,I'm going to visit Verity and Louisiana.,i'm going to visit family in louisiana
1270,0.15,0.08,WORSE,i kind of wish that they had a little league for the boys,I kind of wish that they had a little lick for the walls.,i kind of wish that they had a little look for the boys
1274,0.29,0.14,WORSE,the rich people started leaving the city,The last people sighted leaving the city.,the right people started leaving the city
1312,0.17,0.0,WORSE,i'm getting a gut feeling here,I'm getting a got feeling here.,i'm getting a gut feeling here
1315,0.6,0.0,WORSE,so that's got everybody excited,So That's Not Verbally Extorted?,so that's got everybody excited
1316,0.14,0.0,WORSE,didn't mean to cut you off there,Didn't mean to get you off there.,didn't mean to cut you off there
1320,0.22,0.0,WORSE,keeping things concise is usually the way to go,Company things countries is usually the way to go.,keeping things concise is usually the way to go
1323,1.0,0.86,WORSE,i hope everything works out up there,Is it easing those in all their.,if anything goes on in there
1324,0.83,0.67,WORSE,are you pleased with this decision,If you look this is excision.,he leaves with his decision
1325,0.12,0.25,BETTER,the town is just over the hill here,The town is shows over the hill here.,the dude is so over the hill here
1327,0.33,0.44,BETTER,in other words there is a choice to make,In other words there is joy to work.,in other words the is going to work
1328,0.33,0.33,SAME,that does not seem quite fair,That does not seem planned for.,that does not seem paid for
1329,0.67,0.33,WORSE,that is horrible,This is Somerville.,that is over
1331,0.29,0.29,SAME,it was a prime time football game,It was a point tense football game.,it was a big ten football game
1332,0.75,0.0,WORSE,not too long ago,Not to cycle.,not too long ago
1333,0.38,0.12,WORSE,she has had really good luck this year,She is an player good luck this year.,she has had pretty good luck this year
1334,0.4,0.0,WORSE,i went back to school and got my master's degree,I went back to store it at my sisters degree.,i went back to school and got my master's degree
1335,0.29,0.0,WORSE,i hope everything works out up there,I hope the thing works out up there.,i hope everything works out up there
1336,0.67,0.67,SAME,are you pleased with this decision,I see played the this decision.,she played the this decision
1341,0.33,1.0,BETTER,that is horrible,That is terrible.,that is quite a bit
1342,0.22,0.44,BETTER,fill the jar to the top with boiling water,Fill the try to the top with blowing water.,while they try to the time with boiling water
1343,0.29,0.29,SAME,it was a prime time football game,It was a big time softball game.,it was a big time soccer game
1346,0.3,0.0,WORSE,i went back to school and got my master's degree,I went back to store I got my son's degree.,i went back to school and got my master's degree
1349,0.12,0.0,WORSE,ethical and religious views on need and pleasure,Lexical and Religious Views on Need and Pleasure.,ethical and religious views on need and pleasure
1353,0.33,0.0,WORSE,people are dropping out of school,People are jumping out of cure.,people are dropping out of school
1359,0.0,0.11,BETTER,how can i avoid being infected by a virus,How can I avoid being infected by a virus?,how can i avoid be infected by a virus
1365,0.38,0.0,WORSE,the first demonstration of a touch screen display,The first demonstration of a chart when displayed.,the first demonstration of a touch screen display
1377,0.29,0.0,WORSE,whatever they tell you is a lie,Whatever they dug you is a liar.,whatever they tell you is a lie
1378,0.38,0.75,BETTER,they can't do as good of a job,They can't too as too of a game.,they get to have two of them
1380,0.4,0.0,WORSE,everybody is sitting here screaming,Everybody is naughty here something.,everybody is sitting here screaming
1381,0.12,0.12,SAME,i just can't do those types of puzzles,I just can't do those types of basses.,i just can't do those types of bases
1382,0.45,0.55,BETTER,if their skirts are above the knee they are too short,If their cans are appealed the many they are to write.,if their kids are up to the mean they are to write
1384,0.83,0.5,WORSE,especially if he's a repeat offender,Occasionally it is a pretty event.,essentially it is a repeat offender
1386,0.6,0.2,WORSE,some new types of furniture,Some new tasks are manager.,some new piece of furniture
1388,0.29,0.43,BETTER,it was about nine o'clock at night,It was before nine along at night.,it was before man along at night
1389,0.62,0.75,BETTER,how is your boss at your new job,R is the bags at your move from.,ar is so bad that your move from
1390,0.12,0.12,SAME,which is probably about what their equity is,Which is probably about what their operandi is.,which is probably about what their company is
1391,0.22,0.0,WORSE,my father is the man in the corduroy jacket,My father is the man in the lottery dragon.,my father is the man in the corduroy jacket
1393,0.57,0.57,SAME,the two seats up front are empty,The Two Sides of What Are Happy?,the two scenes of what are happy
1394,0.25,0.0,WORSE,it's a personal decision,It's a practical decision.,it's a personal decision
1397,0.2,0.1,WORSE,i think it's good that you see your cousins frequently,I think it's just that you see your cousins regularly.,i think it's good that you see your cousins regularly
1399,0.12,0.25,BETTER,i don't know what you think about that,I don't know what to think about that.,i don't know what the thing about that
1400,0.62,0.62,SAME,eat slowly chew well and enjoy the meal,It slowly grew well and agree the male or.,it slowly grew well and agree the tell all
1401,0.12,0.0,WORSE,i'd like to see silence of the lambs,I'd like to see silence of the knives.,i'd like to see silence of the lambs
1402,0.12,0.12,SAME,we are quite simply at a tipping point,We are quite simply at a people point.,we are quite simply at a peak point
1404,0.17,0.0,WORSE,just forty miles north of here,Just funny miles north of here.,just forty miles north of here
1405,0.25,0.25,SAME,look at the statistics,Look at the sections.,look at the section
1407,0.2,0.4,BETTER,losers all the way around,Listen all the way around.,this is all the way around
1408,0.33,0.33,SAME,i drove a cadillac back then,I drove a Donnelly by then.,i drove a tunnel but then
1417,0.12,0.12,SAME,they had snacks and story time and everything,They had Scouts and story time and everything.,they had sex and story time and everything
1418,0.12,0.12,SAME,because of a service that they could provide,Because of a service that they could afford.,because of a service that they could buy
1419,0.29,0.29,SAME,not just with the visit to pittsburgh,Not just with the blessing to pencil.,not just with the pressing to pixel
1423,0.5,0.33,WORSE,barometric pressure drops during a tornado,Parametric pressure cracks during a carnage.,barometric pressure drops during the morning
