# ERROR ANALYSIS
# Metric                  LLM Beam Search       RNN Baseline   Difference
# ----------------------------------------------------------------------
# Substitutions                       746                542         +204
# Insertions                           35                 31           +4
# Deletions                            41                 21          +20
# ----------------------------------------------------------------------
# Total Errors                        822                594         +228
# Hits (Correct)                     8658               8882         -224
# ----------------------------------------------------------------------
# WER                              8.70%             6.29%       +2.41%
#
id,llm_wer,baseline_wer,category,ground_truth,llm_prediction,baseline_prediction
1069,0.25,0.12,WORSE,for legal assistant and that's what i know,Four legal insisted and that's what I know.,for legal assistance and that's what i know
1074,0.25,0.0,WORSE,it's really hard to,It's really out to.,it's really hard to
1085,0.25,0.25,SAME,they're not owning homes,They're not owning hopes.,they're not owning up
1092,0.14,0.0,WORSE,it's kind of like drawing this line,It's kind of like trying this line.,it's kind of like drawing this line
1098,0.4,0.2,WORSE,they needed a smaller setting,They didn't a smaller stating.,they didn't a smaller setting
1101,0.2,0.2,SAME,you like pets and things,You like bakes and things?,you like books and things
1105,0.2,0.0,WORSE,it's up by green bay,It's up by Reed Bay.,it's up by green bay
1107,0.12,0.0,WORSE,i make a lot of my christmas presents,I make a lot of my Christmas versions.,i make a lot of my christmas presents
1111,0.14,0.0,WORSE,that decision is expected early next week,That decision is imparted early next week.,that decision is expected early next week
1112,0.2,0.1,WORSE,my brother is five years younger than my sister is,My pretty is five ways younger than my sister is.,my printer is five years younger than my sister is
1113,0.33,0.0,WORSE,it is fine,It is find.,it is fine
1115,0.2,0.1,WORSE,he scored better than we did on the final exam,He scored better that we did on the final Excel.,he scored better than we did on the final set
1117,0.2,0.0,WORSE,yeah i really mean that,There I really mean that.,yeah i really mean that
1122,0.67,0.67,SAME,i was accused of selling drugs,I was un ende of silly dogs.,i was a kind of silly dogs
1127,0.75,0.75,SAME,the door bell rang,The Store Bill Y.,the store will work
1128,0.0,0.11,BETTER,i try not to use insecticides on my lawn,I try not to use insecticides on my lawn.,i try not to use insecticide on my lawn
1131,0.08,0.08,SAME,after graduation the students will go on to a variety of colleges,After Decimation the students will go on to a variety of colleges.,after consummation the students will go on to a variety of colleges
1132,0.6,0.4,WORSE,it's still in great shape,It's tell in grade same.,it's still a great same
1140,0.22,0.11,WORSE,we went to go see the godfather part three,We went to to see the devil part three.,we went to go see the devil part three
1143,0.17,0.0,WORSE,give a voice to the voiceless,Give a Voice to the Restless.,give a voice to the voiceless
1145,0.0,0.25,BETTER,i absolutely loved it,I absolutely loved it.,i absolutely love it
1146,0.43,0.43,SAME,either way they always spell it wrong,Other way they always build it why?,other way they always did it were
1154,0.12,0.0,WORSE,they fell out because of his drug addiction,They fell out because of his drug addition.,they fell out because of his drug addiction
1184,0.22,0.0,WORSE,and i think he's as guilty as the devil,And I think he's as county as the never.,and i think he's as guilty as the devil
1191,0.18,0.0,WORSE,so imagine all of his lines being spoken in that voice,So a Badgett all of his lines being spoken in that voice.,so imagine all of his lines being spoken in that voice
1213,0.25,0.0,WORSE,my husband travels frequently,My accent travels frequently.,my husband travels frequently
1220,0.17,0.0,WORSE,i had found an entry point,I had found and entry point.,i had found an entry point
1223,0.2,0.0,WORSE,business as usual for traders,Basis as usual for traders.,business as usual for traders
1224,0.17,0.0,WORSE,they gave us a special deal,They gave us a basal deal.,they gave us a special deal
1227,0.0,0.11,BETTER,he kept his tone light and casual but firm,He kept his tone light and casual but firm.,he kept his tone light and casual but from
1230,0.25,0.0,WORSE,a fairly good amount,A family good amount.,a fairly good amount
1246,0.4,0.6,BETTER,satan rejoiced with his birth,Sentence regards with his birth.,set a record with his birth
1250,0.11,0.11,SAME,take a stash of books or small quiet toys,Take a stacks of books or small quiet toys.,take a stack of books or small quiet toys
1252,0.25,0.0,WORSE,it was written at a third grade level,It was rented at a third when level.,it was written at a third grade level
1253,0.38,0.12,WORSE,they're doing a lot of good research here,They're doing a lot and did concerns here.,they're doing a lot of good reasons here
1254,0.2,0.0,WORSE,if it does the job,If it does the time.,if it does the job
1255,0.2,0.0,WORSE,do you like to travel,Do you like to drivel?,do you like to travel
1256,0.33,0.33,SAME,the state and the city are contradicting each other,The state and the city are confronting its stalled.,the state and the city are confronting it today
1257,0.5,0.5,SAME,how did researchers reach this conclusion,I did presages write this conclusion.,did prisoners write this conclusion
1259,0.22,0.22,SAME,the measure passed the house by a landslide vote,The measure passed the House by a London mood.,the measure passed the house by a london move
1260,0.5,0.5,SAME,they sent us a little booklet to read,The said has a little billet to read.,the site has a little bullet to read
1262,0.6,0.6,SAME,between the rows and all,Repeat the phrase an all.,repeat the phrase at all
1263,0.4,0.3,WORSE,we have a dog too so that adds to it,We have a dog to so not have to in.,we have a dog too so not as to in
1265,0.14,0.43,BETTER,my husband is real into sports too,My husband is real into mice too.,my husband is really into voice to
1267,0.43,0.29,WORSE,i'm going to visit florida and louisiana,I'm going to visit Verity and Louise Yeutter.,i'm going to visit family in louisiana
1268,0.14,0.0,WORSE,cars have come down in price significantly,Cars have come down in price.,cars have come down in price significantly
1270,0.15,0.08,WORSE,i kind of wish that they had a little league for the boys,I kind of wish that they had a little lick for the wars.,i kind of wish that they had a little look for the boys
1271,0.44,0.33,WORSE,and that is the best book to go through,And not is the must be to log through.,and not is the best way to learn through
1272,0.29,0.14,WORSE,it's nice to have a pet dog,It's not to have a bad dog.,it's nice to have a bad dog
1274,0.57,0.14,WORSE,the rich people started leaving the city,The rest people cited living the data.,the right people started leaving the city
1280,0.2,0.0,WORSE,but it didn't get the upper part of my body,But it didn't get the hopper part of my patty.,but it didn't get the upper part of my body
1296,0.12,0.0,WORSE,i wouldn't want them to be on drugs,I wouldn't what them to be on drugs.,i wouldn't want them to be on drugs
1312,0.33,0.0,WORSE,i'm getting a gut feeling here,I'm getting a got filling here.,i'm getting a gut feeling here
1314,0.0,0.33,BETTER,while it's healing take it easy,While it's healing take it easy.,well it's only take it easy
1316,0.14,0.0,WORSE,didn't mean to cut you off there,Didn't mean to get you off there.,didn't mean to cut you off there
1320,0.22,0.0,WORSE,keeping things concise is usually the way to go,Company things contours is usually the way to go.,keeping things concise is usually the way to go
1323,1.0,0.86,WORSE,i hope everything works out up there,A in easing those in all their.,if anything goes on in there
1324,0.83,0.67,WORSE,are you pleased with this decision,If you leave the keys ignition.,he leaves with his decision
1325,0.25,0.25,SAME,the town is just over the hill here,The tune is She's Over The Hill Here.,the dude is so over the hill here
1327,0.56,0.44,WORSE,in other words there is a choice to make,It other words the is joy to work.,in other words the is going to work
1328,0.17,0.33,BETTER,that does not seem quite fair,That does not seem plain fair.,that does not seem paid for
1329,0.67,0.33,WORSE,that is horrible,This is Emerick.,that is over
1331,0.29,0.29,SAME,it was a prime time football game,It was a point ten football game.,it was a big ten football game
1332,1.0,0.0,WORSE,not too long ago,Matt to Lacock.,not too long ago
1333,0.62,0.12,WORSE,she has had really good luck this year,She is at Platy Gun Lake this year.,she has had pretty good luck this year
1334,0.4,0.0,WORSE,i went back to school and got my master's degree,I went back to store it at my sisters degree.,i went back to school and got my master's degree
1335,0.29,0.0,WORSE,i hope everything works out up there,I hope other thing works out up there.,i hope everything works out up there
1336,0.67,0.67,SAME,are you pleased with this decision,I see played the this decision.,she played the this decision
1339,0.33,0.22,WORSE,in other words there is a choice to make,It other words there is a price to pay.,in other words there is a price to pay
1340,0.5,0.0,WORSE,that does not seem quite fair,That does that same one fair.,that does not seem quite fair
1341,0.33,1.0,BETTER,that is horrible,That is caterpillar.,that is quite a bit
1342,0.44,0.44,SAME,fill the jar to the top with boiling water,File the try to the time with blowing water.,while they try to the time with boiling water
1345,0.12,0.38,BETTER,she has had really good luck this year,She has had pretty good luck this year.,we have had pretty good luck this year
1346,0.3,0.0,WORSE,i went back to school and got my master's degree,I went back to store I got my nurses degree.,i went back to school and got my master's degree
1348,0.22,0.0,WORSE,college credit for community service is a good idea,Knowledge readied for community service is a good idea.,college credit for community service is a good idea
1349,0.25,0.0,WORSE,ethical and religious views on need and pleasure,Lexical and religious fields on need and pleasure.,ethical and religious views on need and pleasure
1352,0.09,0.0,WORSE,mix some cream sauce with it and pour it over rice,Mix some cream sauce with it and boil it over rice.,mix some cream sauce with it and pour it over rice
1353,0.33,0.0,WORSE,people are dropping out of school,People are camping out of cure.,people are dropping out of school
1360,0.09,0.09,SAME,you don't have to be an expert to play this game,You don't have to be an Upson to play this game.,you don't have to be an option to play this game
1365,0.38,0.0,WORSE,the first demonstration of a touch screen display,The first demonstration of a chart when displayed.,the first demonstration of a touch screen display
1368,0.17,0.17,SAME,if you bring some more stuff,If you made some more stuff.,if you need some more stuff
1378,0.38,0.75,BETTER,they can't do as good of a job,They can't too as too of a game.,they get to have two of them
1379,0.25,0.0,WORSE,it's a nice place,It's a guy's place.,it's a nice place
1380,0.4,0.0,WORSE,everybody is sitting here screaming,Everybody is city here something.,everybody is sitting here screaming
1381,0.5,0.12,WORSE,i just can't do those types of puzzles,I just can do those steps some bases.,i just can't do those types of bases
1382,0.45,0.55,BETTER,if their skirts are above the knee they are too short,If their kids are appeal the me they are to write.,if their kids are up to the mean they are to write
1384,0.33,0.5,BETTER,especially if he's a repeat offender,Exceptionally if is a repeat offender.,essentially it is a repeat offender
1386,0.6,0.2,WORSE,some new types of furniture,Some new tasks are manager.,some new piece of furniture
1388,0.43,0.43,SAME,it was about nine o'clock at night,It was before mine along at night.,it was before man along at night
1389,0.62,0.75,BETTER,how is your boss at your new job,R is so bags at your move from.,ar is so bad that your move from
1390,0.12,0.12,SAME,which is probably about what their equity is,Which is probably about what their aponte is.,which is probably about what their company is
1391,0.33,0.0,WORSE,my father is the man in the corduroy jacket,My something is the man in the Garter Dragon.,my father is the man in the corduroy jacket
1396,0.5,0.0,WORSE,keep it clean please,Keep in clean place.,keep it clean please
1398,0.1,0.0,WORSE,about how many calls have you made on this system,About how many calls of you made on this system?,about how many calls have you made on this system
1399,0.12,0.25,BETTER,i don't know what you think about that,I don't know what the think about that.,i don't know what the thing about that
1400,0.88,0.62,WORSE,eat slowly chew well and enjoy the meal,It sorely drew well and a gear the male or.,it slowly grew well and agree the tell all
1401,0.25,0.0,WORSE,i'd like to see silence of the lambs,I'd like to see talents of the knives.,i'd like to see silence of the lambs
1402,0.12,0.12,SAME,we are quite simply at a tipping point,We are quite simply at a tippy point.,we are quite simply at a peak point
1404,0.17,0.0,WORSE,just forty miles north of here,Just funny miles north of here.,just forty miles north of here
1405,0.25,0.25,SAME,look at the statistics,Look at the sections.,look at the section
1407,0.2,0.4,BETTER,losers all the way around,Listens all the way around.,this is all the way around
1408,0.33,0.33,SAME,i drove a cadillac back then,I drove a Donnelly by then.,i drove a tunnel but then
1415,0.29,0.14,WORSE,the only other place i've ever vacationed,The only other place have ever vacation.,the only other place i've ever vacation
1417,0.12,0.12,SAME,they had snacks and story time and everything,They had squats and story time and everything.,they had sex and story time and everything
1418,0.12,0.12,SAME,because of a service that they could provide,Because of a service that they could define.,because of a service that they could buy
1419,0.43,0.29,WORSE,not just with the visit to pittsburgh,Don't just with the pressing to pencil.,not just with the pressing to pixel
1420,0.67,0.33,WORSE,there's no deductions,There's all technicians.,there's no tension
1422,0.29,0.0,WORSE,i don't know if you've tried it,I don't know if you'd try it.,i don't know if you've tried it
1423,0.67,0.33,WORSE,barometric pressure drops during a tornado,Parametric pressure crafts doing a cornett.,barometric pressure drops during the morning
