# ERROR ANALYSIS
# Metric                  LLM Beam Search       RNN Baseline   Difference
# ----------------------------------------------------------------------
# Substitutions                       625                545          +80
# Insertions                          124                 31          +93
# Deletions                            29                 21           +8
# ----------------------------------------------------------------------
# Total Errors                        778                597         +181
# Hits (Correct)                     8791               8879          -88
# ----------------------------------------------------------------------
# WER                              8.24%             6.32%       +1.92%
#
# WER ON WORSE TRIALS ONLY (255 trials):
# LLM WER                         30.00%
# Baseline WER                     7.43%
#
# WER ON RANDOM SUBSET OF 50 WORSE TRIALS (seed=42):
# LLM WER                         34.70%
# Baseline WER                     9.15%
#
# RANDOM 50 SUBSET INDICES (50 trials):
10 37 48 53 159 161 179 195 234 257 267 332 343 361 366 373 381 432 434 481 484 577 581 592 691 726 763 806 823 832 884 906 956 993 999 1006 1038 1041 1080 1081 1149 1152 1255 1320 1338 1353 1379 1394 1415 1420
#
# WER ON RANDOM SUBSET OF 25 WORSE TRIALS (seed=42):
# LLM WER                         32.68%
# Baseline WER                     8.50%
#
# RANDOM 25 SUBSET INDICES (25 trials):
37 48 53 159 161 179 195 234 343 366 373 381 432 581 691 726 823 832 884 956 1038 1041 1320 1415 1420
#
# WER ON RANDOM SUBSET OF 10 WORSE TRIALS (seed=42):
# LLM WER                         36.67%
# Baseline WER                     8.33%
#
# RANDOM 10 SUBSET INDICES (10 trials):
37 179 195 234 366 381 432 884 1038 1041
#
# WORSE TRIAL INDICES (255 trials):
7 10 16 18 24 26 37 48 53 66 68 72 76 83 101 108 113 114 119 134 140 157 159 161 164 165 179 193 195 203 211 219 224 226 229 234 245 247 256 257 267 272 273 281 286 290 295 296 299 318 332 334 335 336 337 343 361 366 370 373 376 379 381 384 385 387 390 392 411 430 432 434 435 436 437 439 440 446 456 467 473 474 475 476 478 480 481 484 488 494 495 506 516 518 520 522 523 527 528 529 530 544 549 550 559 562 576 577 581 582 583 585 586 587 592 596 597 601 614 621 634 640 649 661 666 685 687 688 690 691 694 695 697 699 704 708 709 718 720 726 731 740 743 763 765 767 771 784 791 799 806 823 826 829 832 833 849 863 870 871 873 877 882 884 893 894 906 914 915 934 950 952 955 956 957 990 991 992 993 999 1000 1002 1005 1006 1012 1016 1019 1030 1038 1041 1045 1064 1073 1075 1080 1081 1085 1102 1103 1115 1117 1118 1123 1126 1139 1143 1149 1152 1154 1189 1191 1208 1210 1219 1222 1223 1224 1226 1238 1255 1261 1268 1271 1273 1274 1283 1309 1312 1320 1328 1329 1330 1332 1333 1338 1346 1349 1350 1353 1365 1370 1379 1381 1384 1386 1394 1395 1396 1397 1405 1410 1415 1420 1423 1424
#
id,llm_wer,baseline_wer,category,ground_truth,llm_prediction,baseline_prediction
1312,0.17,0.0,WORSE,i'm getting a gut feeling here,i'm getting a gut feely here.,i'm getting a gut feeling here
1320,0.22,0.0,WORSE,keeping things concise is usually the way to go,camping things countries is usually the way to go.,keeping things concise is usually the way to go
1328,0.67,0.33,WORSE,that does not seem quite fair,that does it from one year.,that does not seem paid for
1329,0.67,0.33,WORSE,that is horrible,this is overdue.,that is over
1330,0.11,0.0,WORSE,fill the jar to the top with boiling water,fill the jar to the top with the boiling water.,fill the jar to the top with boiling water
1332,1.0,0.0,WORSE,not too long ago,match to silicone oo.,not too long ago
1333,0.5,0.12,WORSE,she has had really good luck this year,she is an pretty good lurk this year.,she has had pretty good luck this year
1338,0.25,0.0,WORSE,it is totally ridiculous,it is totally meticulous.,it is totally ridiculous
1346,0.1,0.0,WORSE,i went back to school and got my master's degree,i went back to school and got my nurses degree.,i went back to school and got my master's degree
1349,0.12,0.0,WORSE,ethical and religious views on need and pleasure,sceptical and religious views on need and pleasure.,ethical and religious views on need and pleasure
1350,0.11,0.0,WORSE,the past few weeks are a case in point,the best few weeks are a case in point.,the past few weeks are a case in point
1353,0.17,0.0,WORSE,people are dropping out of school,people are trumping out of school.,people are dropping out of school
1365,0.5,0.0,WORSE,the first demonstration of a touch screen display,the just demonstration of a charge when displayed.,the first demonstration of a touch screen display
1370,0.11,0.0,WORSE,not with all the other things going on today,not with all the other things going on deterred.,not with all the other things going on today
1379,0.25,0.0,WORSE,it's a nice place,it's a guy's place.,it's a nice place
1381,0.38,0.12,WORSE,i just can't do those types of puzzles,i just can't do those type a persons.,i just can't do those types of bases
1384,0.83,0.5,WORSE,especially if he's a repeat offender,actually it is a pretty effect.,essentially it is a repeat offender
1386,0.6,0.2,WORSE,some new types of furniture,some new tastes are manager.,some new piece of furniture
1394,0.25,0.0,WORSE,it's a personal decision,it's a possible decision.,it's a personal decision
1395,0.67,0.0,WORSE,she doesn't work,she doesn't waltz ooh.,she doesn't work
1396,0.25,0.0,WORSE,keep it clean please,keep it clean pls.,keep it clean please
1397,0.3,0.1,WORSE,i think it's good that you see your cousins frequently,i think it's just that you see you cousins regularly.,i think it's good that you see your cousins regularly
1405,0.5,0.25,WORSE,look at the statistics,look at the subsistence awe.,look at the section
1410,0.5,0.0,WORSE,you don't understand this,you get incessant this.,you don't understand this
1415,0.29,0.14,WORSE,the only other place i've ever vacationed,the only other place have ever.,the only other place i've ever vacation
1420,0.67,0.33,WORSE,there's no deductions,there's two technicians.,there's no tension
1423,0.83,0.33,WORSE,barometric pressure drops during a tornado,promotion pleasure crafts during a potato awe.,barometric pressure drops during the morning
1424,0.43,0.0,WORSE,cover him up and keep him warm,never him up and came in warm.,cover him up and keep him warm
