# ERROR ANALYSIS
# Metric                  LLM Beam Search       RNN Baseline   Difference
# ----------------------------------------------------------------------
# Substitutions                       673                542         +131
# Insertions                           26                 31           -5
# Deletions                            41                 21          +20
# ----------------------------------------------------------------------
# Total Errors                        740                594         +146
# Hits (Correct)                     8731               8882         -151
# ----------------------------------------------------------------------
# WER                              7.83%             6.29%       +1.55%
#
id,llm_wer,baseline_wer,category,ground_truth,llm_prediction,baseline_prediction
1115,0.3,0.1,WORSE,he scored better than we did on the final exam,He cleared better that we did on the final except.,he scored better than we did on the final set
1117,0.2,0.0,WORSE,yeah i really mean that,There I really mean that.,yeah i really mean that
1122,0.33,0.67,BETTER,i was accused of selling drugs,I was accused of silly dogs.,i was a kind of silly dogs
1123,0.0,0.11,BETTER,what was the actual starting point for the story,What was the actual starting point for the story?,what was the actually starting point for the story
1128,0.0,0.11,BETTER,i try not to use insecticides on my lawn,I try not to use insecticides on my lawn.,i try not to use insecticide on my lawn
1131,0.08,0.08,SAME,after graduation the students will go on to a variety of colleges,After renunciation the students will go on to a variety of colleges.,after consummation the students will go on to a variety of colleges
1132,0.2,0.4,BETTER,it's still in great shape,Its still in great same.,it's still a great same
1143,0.17,0.0,WORSE,give a voice to the voiceless,Give a Voice to the Restless.,give a voice to the voiceless
1145,0.0,0.25,BETTER,i absolutely loved it,I absolutely loved it.,i absolutely love it
1146,0.29,0.43,BETTER,either way they always spell it wrong,Either way they always build it wide.,other way they always did it were
1148,0.14,0.14,SAME,i think that's a really interesting question,I think that's a really interesting creation.,i think that's a really interesting reason
1150,0.14,0.0,WORSE,i was arrested for something really minor,I Was Arrested For Something Really Martyr.,i was arrested for something really minor
1151,0.08,0.0,WORSE,he's going to be traveling to europe with a group of friends,It's going to be traveling to Europe with a group of friends.,he's going to be traveling to europe with a group of friends
1154,0.12,0.0,WORSE,they fell out because of his drug addiction,They fell out because of his drug addition.,they fell out because of his drug addiction
1184,0.11,0.0,WORSE,and i think he's as guilty as the devil,And I think he's as country as the devil.,and i think he's as guilty as the devil
1191,0.09,0.0,WORSE,so imagine all of his lines being spoken in that voice,So abolished all of his lines being spoken in that voice.,so imagine all of his lines being spoken in that voice
1213,0.25,0.0,WORSE,my husband travels frequently,My instant travels frequently.,my husband travels frequently
1220,0.17,0.0,WORSE,i had found an entry point,I had found and entry point.,i had found an entry point
1223,0.2,0.0,WORSE,business as usual for traders,Basis as usual for traders.,business as usual for traders
1224,0.17,0.0,WORSE,they gave us a special deal,They gave us a pistol deal.,they gave us a special deal
1227,0.0,0.11,BETTER,he kept his tone light and casual but firm,He kept his tone light and casual but firm.,he kept his tone light and casual but from
1230,0.25,0.0,WORSE,a fairly good amount,A family good amount.,a fairly good amount
1246,0.4,0.6,BETTER,satan rejoiced with his birth,Sentence regards with his birth.,set a record with his birth
1250,0.11,0.11,SAME,take a stash of books or small quiet toys,Take a stacks of books or small quiet toys.,take a stack of books or small quiet toys
1251,0.11,0.0,WORSE,i would reconsider where i was buying it from,I would Wintersteen where I was buying it from.,i would reconsider where i was buying it from
1252,0.12,0.0,WORSE,it was written at a third grade level,It was written at a third wine level.,it was written at a third grade level
1253,0.12,0.12,SAME,they're doing a lot of good research here,They're doing a lot of good concerns here.,they're doing a lot of good reasons here
1255,0.2,0.0,WORSE,do you like to travel,Do you like to drivel?,do you like to travel
1256,0.33,0.33,SAME,the state and the city are contradicting each other,The state and the city are confronting its stalled.,the state and the city are confronting it today
1257,0.5,0.5,SAME,how did researchers reach this conclusion,I did prisoners write this conclusion.,did prisoners write this conclusion
1258,0.0,0.17,BETTER,you don't need a personal one,You don't need a personal one.,you don't need a person one
1259,0.11,0.22,BETTER,the measure passed the house by a landslide vote,The measure passed the House by a landed vote.,the measure passed the house by a london move
1260,0.5,0.5,SAME,they sent us a little booklet to read,The set has a little bullet to read.,the site has a little bullet to read
1261,0.11,0.0,WORSE,why is this such an unusual thing to do,Why is this such an occasional thing to do?,why is this such an unusual thing to do
1262,0.2,0.6,BETTER,between the rows and all,between the rows at all.,repeat the phrase at all
1263,0.4,0.3,WORSE,we have a dog too so that adds to it,We have a dog to so not have to in.,we have a dog too so not as to in
1264,0.5,0.33,WORSE,take a seat on the bench,to a seat in the match.,to a seat on the much
1265,0.29,0.43,BETTER,my husband is real into sports too,My husband is really into space too.,my husband is really into voice to
1266,0.0,0.29,BETTER,i don't know if it's that serious,I don't know if it's that serious.,i don't know if in that area
1267,0.14,0.29,BETTER,i'm going to visit florida and louisiana,I'm going to visit Verity and Louisiana.,i'm going to visit family in louisiana
1268,0.14,0.0,WORSE,cars have come down in price significantly,Cars have come down in price.,cars have come down in price significantly
1270,0.15,0.08,WORSE,i kind of wish that they had a little league for the boys,I kind of wish that they had a little link for the wars.,i kind of wish that they had a little look for the boys
1271,0.44,0.33,WORSE,and that is the best book to go through,And not is the must be to log through.,and not is the best way to learn through
1274,0.43,0.14,WORSE,the rich people started leaving the city,The rest people started living the data.,the right people started leaving the city
1280,0.2,0.0,WORSE,but it didn't get the upper part of my body,But it didn't get the hopper part of my battery.,but it didn't get the upper part of my body
1289,0.12,0.0,WORSE,some of the students are failing the class,Some of the students are feeling the class.,some of the students are failing the class
1312,0.17,0.0,WORSE,i'm getting a gut feeling here,I'm getting a got feeling here.,i'm getting a gut feeling here
1314,0.0,0.33,BETTER,while it's healing take it easy,While it's healing take it easy.,well it's only take it easy
1315,0.6,0.0,WORSE,so that's got everybody excited,So That's Not Verbally Extorted?,so that's got everybody excited
1320,0.22,0.0,WORSE,keeping things concise is usually the way to go,Company things controls is usually the way to go.,keeping things concise is usually the way to go
1323,1.0,0.86,WORSE,i hope everything works out up there,Is it easing those in all their.,if anything goes on in there
1324,0.83,0.67,WORSE,are you pleased with this decision,If you leave the keys ignition.,he leaves with his decision
1325,0.25,0.25,SAME,the town is just over the hill here,The tune is She's Over The Hill Here.,the dude is so over the hill here
1327,0.33,0.44,BETTER,in other words there is a choice to make,In other words the is a joy to work.,in other words the is going to work
1328,0.17,0.33,BETTER,that does not seem quite fair,That does not seem plain fair.,that does not seem paid for
1329,0.67,0.33,WORSE,that is horrible,This is overkill.,that is over
1331,0.29,0.29,SAME,it was a prime time football game,It was a point tense football game.,it was a big ten football game
1332,0.75,0.0,WORSE,not too long ago,Not to cycle.,not too long ago
1333,0.62,0.12,WORSE,she has had really good luck this year,She is at Platy Gun Lake this year.,she has had pretty good luck this year
1334,0.4,0.0,WORSE,i went back to school and got my master's degree,I went back to store it at my sisters degree.,i went back to school and got my master's degree
1335,0.29,0.0,WORSE,i hope everything works out up there,I hope other thing works out up there.,i hope everything works out up there
1336,0.33,0.67,BETTER,are you pleased with this decision,Are You Playing the This Decision?,she played the this decision
1341,0.0,1.0,BETTER,that is horrible,That is horrible.,that is quite a bit
1342,0.22,0.44,BETTER,fill the jar to the top with boiling water,Fill the try to the top with playing water.,while they try to the time with boiling water
1346,0.3,0.0,WORSE,i went back to school and got my master's degree,I went back to store I got my recent degree.,i went back to school and got my master's degree
1349,0.12,0.0,WORSE,ethical and religious views on need and pleasure,Lexical and Religious Views on Need and Pleasure.,ethical and religious views on need and pleasure
1351,0.2,0.0,WORSE,the government offers financial services,The bombardment offers financial services.,the government offers financial services
1353,0.17,0.0,WORSE,people are dropping out of school,People are camping out of school.,people are dropping out of school
1356,0.0,0.14,BETTER,i was tired during that whole month,I was tired during that whole month.,i was tired during that all month
1360,0.09,0.09,SAME,you don't have to be an expert to play this game,You don't have to be an Epson to play this game.,you don't have to be an option to play this game
1365,0.38,0.0,WORSE,the first demonstration of a touch screen display,The first demonstration of a charge when displayed.,the first demonstration of a touch screen display
1368,0.17,0.17,SAME,if you bring some more stuff,If you made some more stuff.,if you need some more stuff
1370,0.11,0.0,WORSE,not with all the other things going on today,Not with all the other things going on detail.,not with all the other things going on today
1377,0.29,0.0,WORSE,whatever they tell you is a lie,Whatever they done you is a liar.,whatever they tell you is a lie
1378,0.38,0.75,BETTER,they can't do as good of a job,They can't to have to of a job.,they get to have two of them
1379,0.25,0.0,WORSE,it's a nice place,It's a guy's place.,it's a nice place
1381,0.12,0.12,SAME,i just can't do those types of puzzles,I just can't do those types of basses.,i just can't do those types of bases
1382,0.45,0.55,BETTER,if their skirts are above the knee they are too short,If their kids are appeal the money they are to write.,if their kids are up to the mean they are to write
1384,0.67,0.5,WORSE,especially if he's a repeat offender,Exceptionally of is a pretty offender.,essentially it is a repeat offender
1386,0.6,0.2,WORSE,some new types of furniture,Some new tasks are manager.,some new piece of furniture
1388,0.29,0.43,BETTER,it was about nine o'clock at night,It was before nine along at night.,it was before man along at night
1389,0.62,0.75,BETTER,how is your boss at your new job,R is so bags at your move from.,ar is so bad that your move from
1390,0.12,0.12,SAME,which is probably about what their equity is,Which is probably about what their option is.,which is probably about what their company is
1391,0.33,0.0,WORSE,my father is the man in the corduroy jacket,My something is the man in the garden dragon.,my father is the man in the corduroy jacket
1397,0.2,0.1,WORSE,i think it's good that you see your cousins frequently,I think it's just that you see your cousins regularly.,i think it's good that you see your cousins regularly
1399,0.0,0.25,BETTER,i don't know what you think about that,I don't know what you think about that.,i don't know what the thing about that
1400,0.62,0.62,SAME,eat slowly chew well and enjoy the meal,It sorely drew well and agreed the meal all.,it slowly grew well and agree the tell all
1401,0.25,0.0,WORSE,i'd like to see silence of the lambs,I'd like to see talents of the knives.,i'd like to see silence of the lambs
1402,0.12,0.12,SAME,we are quite simply at a tipping point,We are quite simply at a people point.,we are quite simply at a peak point
1404,0.17,0.0,WORSE,just forty miles north of here,Just funny miles north of here.,just forty miles north of here
1405,0.25,0.25,SAME,look at the statistics,Look at the sections.,look at the section
1407,0.2,0.4,BETTER,losers all the way around,Loosens all the way around.,this is all the way around
1408,0.33,0.33,SAME,i drove a cadillac back then,I drove a Donnelly by then.,i drove a tunnel but then
1415,0.43,0.14,WORSE,the only other place i've ever vacationed,The only other place I have ever forgiven.,the only other place i've ever vacation
1417,0.25,0.12,WORSE,they had snacks and story time and everything,They had squats and story time and obsessing.,they had sex and story time and everything
1418,0.12,0.12,SAME,because of a service that they could provide,Because of a service that they could define.,because of a service that they could buy
1419,0.43,0.29,WORSE,not just with the visit to pittsburgh,Don't just with the pressing to pencil.,not just with the pressing to pixel
1420,0.33,0.33,SAME,there's no deductions,There's all deductions.,there's no tension
1423,0.5,0.33,WORSE,barometric pressure drops during a tornado,Parametric pressure cracks during a carnage.,barometric pressure drops during the morning
